b=3,a=7,a=4,a=b,d=6,a=3,c=d,c=c,a=9,c=c,e=7,c=8,b=1,b=1,d=a,d=1,c=5,c=5
a=4,c=a,a=a,e=3,c=e,b=a,a=1,e=1,c=1,b=7,d=5,e=3,c=c,c=d,e=d,a=d,d=e,c=5
b=3,b=8,b=6,a=6,a=a,d=5,a=d,b=3,e=b,b=7,c=0,e=a,a=b,d=b,b=6,b=4,e=a,e=7
a=2,c=1,a=3,d=c,c=1,e=a,d=0,c=9,e=5,c=1,d=7,a=5,e=d,d=a,e=5,a=2,b=d,a=2
a=6,e=a,d=a,d=d,a=9,e=e,e=4,b=e,d=e,e=b,a=9,e=0,d=e,d=7,b=8,e=e,c=e,a=9
a=9,c=a,d=9,a=7,d=c,d=1,b=d,e=c,b=5,e=c,a=1,b=e,e=7,c=c,a=5,e=4,d=5,a=5
a=7,c=8,e=3,c=0,d=9,e=2,b=6,a=8,e=7,b=a,a=b,b=3,e=9,c=9,c=e,e=5,b=0,c=9
b=8,b=9,c=1,b=1,d=b,a=4,d=d,c=1,c=1,e=9,d=4,e=1,b=0,d=9,e=7,c=e,b=5,a=4
e=9,b=5,b=e,a=9,b=3,a=5,e=e,a=e,c=2,e=9,c=6,c=4,e=a,c=1,d=3,c=9,c=7,d=3
a=9,a=a,c=a,c=4,d=7,d=0,d=8,d=9,c=8,e=0,c=3,c=5,d=1,d=6,c=e,e=a,a=a,a=9
d=1,d=5,d=6,b=7,c=b,d=8,e=2,e=4,d=6,d=2,c=7,c=4,c=8,d=6,c=7,d=b,b=d,d=7
c=1,b=4,c=c,e=c,e=3,e=b,b=b,d=c,e=0,d=d,a=2,d=8,b=4,e=1,e=b,e=3,b=5,d=8
b=9,a=b,d=2,b=b,e=b,b=e,b=7,b=9,a=7,b=b,c=e,b=e,e=8,b=a,d=4,d=3,e=e,e=8
c=4,b=8,a=b,e=6,c=b,b=1,b=0,e=6,b=4,c=9,a=3,e=3,e=8,a=b,e=a,a=0,c=9,a=0
e=4,e=e,a=e,b=0,b=b,a=6,e=b,b=e,e=a,a=3,a=8,b=8,d=a,c=b,c=b,d=3,e=d,e=3
d=7,d=5,a=2,b=1,c=0,d=1,d=4,e=5,d=3,c=6,b=4,e=c,d=3,e=4,d=5,e=3,e=c,a=2
a=0,a=2,b=1,b=0,b=7,b=0,c=b,c=c,c=3,a=0,e=a,e=5,a=9,c=8,c=3,d=b,d=8,b=0
d=1,e=d,b=4,d=6,b=4,a=b,e=3,d=7,e=7,b=1,e=a,c=6,e=3,b=b,b=7,a=c,b=6,e=3
b=6,e=b,e=b,a=b,d=5,e=e,e=e,b=7,e=2,b=6,d=5,a=6,d=d,d=9,a=7,c=5,e=2,a=7
a=1,b=2,b=8,e=b,d=b,c=9,c=b,d=b,e=d,d=6,d=a,a=6,a=d,b=2,d=1,e=4,e=0,d=1
b=0,d=9,b=b,e=7,b=e,c=d,d=d,c=8,c=b,e=8,b=5,c=e,a=2,a=3,a=3,b=9,e=8,b=9
b=3,e=b,c=7,b=7,a=2,b=9,e=b,d=6,e=5,b=2,a=e,e=e,a=0,a=b,b=d,a=b,b=c,b=7
b=7,c=b,d=b,d=1,d=9,a=7,e=d,c=e,c=d,b=9,c=2,e=1,c=a,c=c,d=9,d=0,c=9,a=7
b=8,b=b,b=8,b=6,a=5,b=b,d=b,c=d,e=c,e=e,c=3,a=5,b=4,d=1,e=9,e=8,a=6,e=8
d=9,a=d,d=2,d=7,b=7,b=3,b=0,b=b,a=d,d=d,e=3,c=4,d=4,d=d,a=4,c=1,a=b,d=4
e=4,d=6,a=0,a=2,c=4,b=9,b=e,c=e,b=a,a=a,d=1,d=4,e=0,e=9,b=5,d=e,c=e,a=2
c=2,d=c,a=5,d=4,c=a,b=c,c=3,e=c,e=b,d=8,e=6,c=6,d=d,c=e,a=e,c=c,b=4,d=8
c=4,b=5,b=0,a=6,d=0,e=6,e=a,b=9,c=3,d=d,a=e,e=c,a=a,a=a,c=d,e=1,e=3,b=9
e=7,e=9,c=9,b=c,e=5,c=3,d=c,d=b,e=7,a=5,e=1,d=d,e=4,d=5,a=8,b=3,a=c,c=3
e=8,a=e,b=6,a=6,b=6,d=9,b=3,b=0,c=2,d=d,c=b,c=1,d=7,c=8,d=6,c=2,b=b,a=6
c=4,c=6,c=c,a=c,b=a,e=5,e=1,d=7,e=4,d=2,e=1,a=6,d=1,a=9,c=b,b=1,d=4,d=4
a=8,b=3,a=1,e=b,c=7,e=8,e=1,d=8,d=5,a=0,e=d,e=3,b=a,e=6,b=d,d=3,b=3,c=7
e=2,c=3,b=6,e=b,e=7,d=9,c=0,b=8,c=e,e=8,b=9,b=c,d=9,d=7,b=8,e=2,c=c,c=7
b=3,e=7,e=4,c=9,e=5,d=b,e=c,c=2,d=7,c=b,c=2,e=e,b=e,c=4,e=b,c=1,a=b,d=7
a=7,c=4,e=0,c=7,a=c,d=9,b=9,e=d,d=4,e=a,e=6,d=b,a=d,d=7,a=5,b=a,d=4,d=4
a=6,b=a,e=a,c=0,c=c,d=e,b=1,d=9,d=b,d=3,e=d,e=e,b=8,b=d,d=5,b=4,e=b,c=0
c=3,a=1,a=c,c=1,b=c,a=a,e=3,a=7,d=5,c=a,a=b,e=b,c=5,d=5,b=e,c=4,e=8,a=1
c=7,c=c,a=2,a=1,c=2,b=2,b=3,c=b,a=b,c=7,e=a,d=6,e=4,a=3,e=b,d=e,d=6,a=3
b=4,a=b,a=9,e=b,d=4,a=e,a=6,c=e,a=2,d=d,c=0,c=2,e=8,d=6,d=9,b=e,c=9,d=9
e=5,b=7,a=4,d=e,e=a,e=7,b=b,a=8,c=8,a=3,e=c,c=a,b=5,a=3,d=5,a=2,d=c,b=5
b=7,e=5,d=e,a=9,c=b,b=8,b=d,c=1,c=4,c=e,b=a,a=5,d=c,e=d,b=5,d=e,b=1,c=5
d=4,a=d,a=1,a=d,e=2,e=5,c=0,d=a,c=a,b=2,a=6,b=4,a=c,e=b,b=c,c=b,e=4,d=4
a=7,e=6,d=3,e=5,c=0,c=7,b=c,b=4,b=b,b=5,b=4,b=4,c=e,e=3,a=d,e=e,e=b,a=3
b=4,c=b,b=c,a=b,b=5,c=6,c=6,d=5,a=d,c=0,d=2,a=b,a=5,d=c,c=1,d=d,d=c,b=5
e=3,e=e,b=3,a=e,c=7,b=a,a=b,e=c,e=b,a=b,a=c,d=b,a=a,b=7,b=d,e=1,b=b,a=7
e=9,b=e,d=e,e=e,b=1,e=e,e=d,c=3,b=8,c=b,a=e,d=7,d=2,b=a,e=3,c=5,e=9,b=9
c=4,d=9,a=1,d=6,c=4,a=7,b=a,c=8,a=7,a=7,a=0,d=9,e=5,a=9,d=a,e=a,b=b,d=9
d=5,b=d,b=9,c=d,b=b,d=3,a=6,d=b,b=c,e=b,e=d,c=7,d=9,c=b,e=e,d=a,d=4,d=4
d=7,e=7,c=e,d=2,a=8,e=9,a=6,d=1,a=a,c=c,e=a,e=c,a=c,d=0,b=2,d=9,c=d,c=9
a=6,a=9,e=6,a=5,d=e,b=3,e=e,a=1,c=0,b=a,c=8,d=3,c=a,c=8,b=b,b=4,c=1,a=1
e=8,e=6,b=9,e=b,e=2,b=5,b=5,a=7,e=e,d=e,a=8,e=e,c=e,b=0,b=b,c=8,c=7,d=2
d=6,e=8,c=8,e=0,d=7,d=1,c=0,e=d,e=6,e=7,b=7,b=d,a=5,e=7,a=0,a=e,d=0,c=0
e=6,b=7,b=b,b=0,d=1,c=9,c=b,a=e,e=7,e=e,e=b,d=1,e=d,c=e,c=4,e=4,c=8,b=0
b=5,d=b,a=4,d=a,a=8,a=d,e=0,d=2,a=d,d=9,a=a,e=6,c=8,c=e,d=e,c=0,a=a,b=5
a=3,c=a,c=a,b=3,a=a,e=3,c=a,c=7,b=c,a=b,d=2,c=3,b=3,e=9,e=b,e=d,a=5,b=3
e=8,e=8,e=4,a=2,d=5,e=8,a=d,d=2,a=7,c=e,d=e,e=e,a=d,a=1,c=e,d=6,e=c,e=8
b=3,c=5,e=c,d=b,c=e,b=e,d=4,b=c,c=6,a=3,c=c,e=5,c=2,e=3,d=4,b=5,e=d,d=4
b=3,b=b,e=b,a=1,b=b,b=7,d=7,a=d,e=b,b=0,c=e,d=a,c=a,d=b,a=9,e=2,c=c,a=9
a=9,d=a,b=2,d=d,e=0,d=4,a=1,b=a,e=a,c=d,a=a,d=8,a=d,e=c,d=4,e=2,c=5,c=5
d=8,b=7,b=b,c=d,c=c,e=0,a=4,e=5,d=8,e=e,a=9,b=a,e=3,c=d,e=8,e=1,d=0,c=8
d=2,e=7,b=9,a=1,c=e,a=6,a=e,c=2,e=e,d=b,b=c,b=7,a=6,b=b,a=a,a=5,c=6,b=7
c=9,a=2,e=6,c=0,b=e,b=0,c=2,e=1,c=2,d=3,b=3,d=c,a=8,e=e,e=c,a=b,d=9,a=3
d=8,e=2,d=e,b=e,b=4,e=b,b=2,e=0,a=8,e=e,e=0,a=7,d=7,d=0,e=2,e=3,c=3,d=0
b=3,c=b,e=b,a=0,a=3,e=b,d=9,b=a,d=4,e=3,c=e,c=e,d=7,b=7,d=b,b=8,e=4,e=4
e=2,d=3,b=0,e=d,c=7,e=b,b=0,d=b,b=7,a=3,a=d,e=e,c=1,e=3,a=8,b=8,d=4,b=8
d=7,a=2,d=3,c=0,b=c,e=d,a=4,a=c,a=2,d=5,e=3,d=a,e=e,d=0,c=7,d=e,a=6,c=7
a=2,a=a,c=6,d=a,b=c,d=d,e=1,b=8,a=4,b=3,a=4,b=8,e=8,e=d,b=b,d=e,a=1,e=2
d=6,b=d,e=3,b=b,d=b,a=d,d=1,d=8,d=d,c=6,a=9,e=2,d=e,b=e,a=8,a=d,d=c,d=6
b=8,d=2,b=d,e=4,d=6,c=b,a=e,e=d,d=7,b=2,d=4,e=6,a=a,e=d,e=e,d=2,d=2,d=2
b=4,e=b,c=b,c=9,c=3,b=e,a=4,b=6,d=8,b=e,b=7,a=2,c=1,c=5,a=2,a=8,b=4,c=5
a=8,b=2,c=5,c=a,e=0,c=8,b=8,b=5,a=5,e=a,a=1,d=b,a=e,c=c,e=4,d=5,c=1,a=5
c=1,b=2,a=0,c=3,c=2,c=2,c=2,a=1,c=8,a=7,d=6,b=8,e=a,d=e,e=e,c=a,b=b,e=7
b=4,c=7,a=c,c=1,d=a,c=c,b=4,a=6,a=b,e=5,e=8,c=7,b=7,c=a,c=8,c=7,c=e,e=8
b=7,d=6,d=9,e=d,d=7,c=6,a=0,d=5,b=3,b=b,e=3,e=5,e=3,e=3,e=d,d=2,c=4,b=3
c=6,a=c,e=2,e=0,c=1,c=c,a=5,e=9,b=c,c=4,c=c,d=3,c=6,a=e,a=a,c=9,e=1,c=9
c=8,a=c,b=1,d=a,a=a,b=6,d=3,c=d,a=a,c=b,e=5,c=7,e=e,c=e,e=a,e=1,a=2,a=2
e=5,b=6,c=b,b=8,a=6,c=2,c=2,c=b,e=2,d=b,a=1,d=a,c=2,a=6,a=7,b=9,a=0,a=0
a=9,a=a,d=2,a=a,d=4,a=0,d=9,b=4,a=4,b=4,c=b,c=a,c=8,b=a,c=c,d=4,c=b,b=4
a=7,a=2,e=a,b=e,d=a,c=2,a=d,d=d,a=9,e=4,b=a,c=6,d=b,e=a,a=0,c=3,d=5,e=9
c=1,d=6,c=c,a=6,d=a,b=6,e=d,c=6,b=1,d=d,b=3,c=7,d=7,d=3,a=2,d=c,c=e,b=3
e=0,b=2,c=3,c=5,b=3,e=e,c=c,d=b,a=d,b=8,c=b,d=0,c=c,a=5,b=d,b=c,a=0,e=0
d=4,e=0,a=1,c=4,a=0,b=c,c=7,c=1,c=d,d=8,e=2,d=1,d=5,a=4,d=c,b=e,d=e,c=4
a=8,e=9,d=e,c=1,d=8,c=7,d=c,e=3,c=d,a=a,e=5,b=4,c=e,c=8,a=0,d=b,d=c,b=4
e=9,e=6,c=e,a=e,e=2,b=6,e=2,e=5,c=4,c=3,b=0,c=8,e=e,d=e,d=3,e=2,b=1,d=3
d=5,e=0,b=9,a=e,c=d,e=7,b=8,b=b,b=a,e=3,a=8,a=6,c=a,a=6,a=b,a=8,e=8,e=8
b=0,a=7,c=a,e=3,b=7,e=4,b=c,b=4,c=c,e=3,a=3,c=c,e=7,a=c,d=a,a=d,a=c,b=4
e=4,e=8,c=e,c=4,e=8,e=8,c=4,c=4,b=e,a=8,e=3,d=c,a=1,c=3,d=2,e=4,b=2,c=3
c=6,b=c,e=c,c=8,d=3,e=b,d=2,d=3,d=7,a=9,a=5,b=0,c=7,e=b,b=9,d=1,d=c,d=7
b=5,e=b,a=1,c=b,d=2,c=1,e=a,c=0,d=2,b=5,a=e,c=a,a=2,a=a,d=4,c=4,b=d,c=4
e=9,d=e,a=3,b=a,e=d,d=e,e=b,b=7,e=6,d=8,d=2,d=1,b=b,c=3,a=8,a=7,c=a,a=7
e=7,b=2,d=b,c=5,e=8,c=5,a=c,b=9,c=d,c=1,e=d,a=8,b=c,e=5,e=c,b=3,d=c,a=8
a=3,d=1,a=2,c=2,e=d,c=c,a=c,a=0,b=9,a=1,b=5,d=1,c=d,c=1,d=e,d=4,a=b,a=5
c=6,b=c,e=9,c=1,b=3,b=b,b=b,e=e,a=4,e=e,b=4,d=b,c=7,d=2,d=9,a=0,b=b,b=4
a=6,e=a,d=a,d=6,e=1,e=4,c=6,c=8,e=2,b=2,a=5,c=1,b=4,c=2,c=2,d=3,e=2,a=5
c=4,a=c,e=6,d=2,a=3,b=c,a=0,a=8,e=6,b=9,d=e,b=1,a=2,c=2,b=1,c=b,e=5,e=5
b=4,c=b,e=1,c=7,e=9,b=5,c=6,b=b,a=3,c=c,a=7,b=1,b=c,d=3,c=a,b=3,d=9,b=3
c=4,d=c,a=c,e=8,d=8,b=7,a=9,c=3,e=6,c=c,e=e,e=d,a=3,a=5,c=2,e=0,b=4,a=5
a=2,d=2,b=7,b=b,e=6,c=e,d=e,b=5,e=b,e=a,d=9,c=9,b=0,e=0,a=1,b=1,c=2,e=0
b=9,a=9,e=1,c=b,d=b,a=0,c=e,e=2,e=3,b=4,e=1,b=4,c=4,a=0,d=1,b=5,c=e,e=1
e=9,a=5,e=8,b=7,c=e,e=2,d=3,b=7,e=3,d=c,c=e,d=b,b=b,a=4,e=2,a=e,e=e,a=2
b=0,d=4,b=1,e=b,c=7,d=d,c=d,b=e,c=3,c=b,c=e,e=4,d=7,c=e,b=e,d=9,a=b,b=4
d=9,a=d,e=d,b=8,a=a,a=4,a=e,b=2,d=b,d=2,a=7,b=3,a=1,b=7,c=0,d=c,a=d,e=9
d=0,d=0,d=3,c=3,b=d,c=8,b=5,e=b,d=b,c=d,e=b,b=c,a=4,d=c,c=b,e=7,a=6,e=7
c=1,b=c,a=9,e=c,d=7,e=2,c=7,b=a,a=2,e=5,a=e,d=e,d=a,d=0,a=4,d=3,b=1,b=1
d=5,b=9,a=8,a=a,b=8,d=a,a=3,d=1,b=d,b=4,d=1,b=5,b=2,c=4,b=7,e=b,c=a,a=3
c=1,e=c,b=6,c=3,c=3,c=e,b=6,a=4,c=c,b=e,d=a,a=2,e=a,c=9,e=b,c=e,d=9,c=1
e=1,b=e,c=9,d=e,b=c,c=1,a=3,c=7,b=2,c=a,d=b,d=0,c=4,e=4,b=b,d=7,b=a,e=4
a=8,e=6,a=e,e=3,c=a,a=5,c=e,e=2,e=2,c=1,b=e,c=b,b=6,c=a,d=b,d=6,e=0,c=5
d=6,a=3,d=d,a=a,e=3,d=8,e=3,d=0,b=d,a=7,d=4,b=8,e=b,a=8,a=a,d=e,a=a,d=8
e=8,e=6,b=e,e=8,e=8,e=1,d=8,a=8,a=b,e=b,e=4,d=9,e=5,c=0,e=c,d=5,a=9,e=0
e=9,e=e,d=8,a=8,b=2,d=e,b=b,d=b,c=d,d=5,b=7,b=7,d=d,e=5,e=2,b=9,a=a,b=9
c=8,c=6,d=2,e=3,a=d,c=9,e=0,e=a,d=c,c=a,d=3,d=3,e=d,b=c,d=6,b=b,a=8,a=8
e=5,b=e,c=6,b=6,e=2,d=c,a=1,e=7,b=b,e=a,b=3,a=e,d=c,a=1,b=2,a=7,c=a,e=1
c=0,e=2,d=2,b=d,a=d,b=2,e=5,c=c,c=9,e=a,b=a,d=c,c=6,d=0,b=e,b=6,c=0,e=2
c=2,e=9,b=4,a=b,e=2,b=c,e=9,b=1,c=4,d=6,e=d,a=a,c=b,b=e,c=7,e=7,b=d,c=7
b=0,e=9,b=8,d=3,a=d,d=3,c=8,a=9,b=4,a=0,c=5,a=a,e=3,d=7,a=0,e=5,d=5,a=0
c=2,b=1,b=6,c=2,d=b,c=3,e=b,c=5,c=7,b=b,b=e,d=1,a=1,a=e,c=5,c=0,d=8,e=6
b=0,b=b,d=b,b=1,d=6,e=8,d=d,e=1,e=8,e=9,b=3,e=1,e=4,d=b,c=3,e=4,a=7,e=4
d=7,c=3,b=d,b=b,d=5,b=6,a=b,a=1,b=c,a=a,c=5,b=c,a=6,c=6,d=5,a=5,a=3,c=6
a=3,c=a,e=a,e=e,e=4,c=1,a=3,c=9,e=1,e=4,c=9,d=a,e=a,e=8,a=9,d=a,a=5,e=8
a=2,d=7,b=a,c=8,c=9,e=c,a=3,a=a,d=b,a=7,e=d,d=8,e=c,b=d,c=e,b=9,e=7,e=7
c=1,d=8,a=1,d=9,d=d,a=1,c=a,a=6,e=a,d=d,c=2,d=9,b=8,e=0,a=b,a=8,c=6,a=8
c=2,a=c,d=3,b=8,d=5,b=d,d=6,d=b,e=a,d=5,c=1,e=4,d=1,b=e,b=5,e=2,b=b,d=1
a=9,d=a,d=8,c=8,e=4,c=9,a=9,b=5,b=d,d=5,e=0,b=0,d=e,d=8,b=6,d=d,b=e,a=9
a=5,e=0,b=a,b=a,a=a,d=a,d=1,c=3,e=1,e=5,c=a,d=9,d=7,c=2,a=5,e=b,c=7,c=7
c=1,c=2,d=9,e=0,e=1,e=0,a=2,e=d,b=0,e=3,b=1,c=d,e=2,b=e,a=9,a=a,e=e,c=9
c=6,a=0,e=9,b=9,a=7,b=7,c=0,e=6,a=7,a=0,a=1,e=1,e=0,c=1,b=e,a=1,c=0,a=1
e=5,a=0,e=e,d=a,d=a,e=8,a=5,a=d,e=9,d=e,d=0,c=d,d=7,e=e,c=d,d=e,a=d,c=7
a=2,b=a,c=9,d=5,c=c,b=5,a=2,e=2,a=2,a=9,b=d,c=8,c=3,a=8,b=c,e=a,d=9,c=3
e=5,a=8,b=9,d=2,e=9,c=a,a=c,a=2,b=6,a=c,c=d,c=3,b=9,b=5,e=c,e=8,a=c,b=5
d=9,c=4,c=4,d=c,c=c,b=7,a=6,c=6,c=b,e=7,b=a,c=5,a=d,a=4,d=8,b=a,b=2,d=8
e=6,b=e,b=3,a=8,a=3,a=e,c=a,d=0,e=1,e=a,e=a,e=d,d=4,b=2,d=5,d=c,c=e,a=6
d=7,b=1,b=d,c=2,e=2,e=7,d=4,c=2,a=4,e=e,e=5,c=5,c=5,d=4,d=2,d=2,d=2,a=4
d=8,d=2,d=4,c=1,a=1,c=8,a=d,e=4,d=9,c=5,a=9,a=3,d=8,c=e,b=1,a=b,b=2,b=2
b=9,c=0,e=c,b=4,c=8,e=b,a=6,e=5,c=4,a=9,b=a,a=3,c=6,c=8,e=c,e=a,c=2,b=9
c=6,b=2,b=4,e=5,c=b,d=2,c=3,c=c,b=c,e=1,e=c,c=b,a=2,b=6,a=9,c=8,c=b,b=6
e=6,d=e,c=d,e=e,b=9,b=0,b=2,e=1,c=e,a=b,c=b,a=0,c=e,d=9,e=a,d=9,e=a,b=2
a=1,b=a,b=3,c=4,b=9,d=c,b=1,d=5,a=8,d=8,e=1,a=8,e=1,e=1,c=a,d=3,a=a,d=3
e=3,b=2,c=7,c=b,a=2,c=8,b=c,e=8,d=5,a=d,c=4,e=a,a=7,a=8,b=5,c=1,d=0,b=5
c=7,b=c,e=7,a=4,e=a,c=e,a=b,e=3,a=c,b=c,c=5,d=6,a=d,a=0,c=1,b=a,d=b,d=0
a=9,a=a,a=a,a=9,d=6,b=5,c=a,b=c,e=9,e=a,b=2,d=7,a=5,d=8,b=1,c=9,a=2,b=1
c=8,d=4,b=1,c=b,e=0,e=8,b=5,c=8,a=7,e=5,b=c,b=2,d=1,d=a,b=b,c=8,b=c,a=7
e=7,d=e,a=d,e=2,d=4,d=6,e=e,b=8,e=b,c=d,d=8,a=b,e=b,c=8,a=7,d=b,b=c,e=8
d=9,c=d,d=2,e=6,a=8,d=2,c=3,c=1,c=6,b=5,b=6,c=0,b=6,a=d,b=a,a=5,c=5,d=2
a=3,e=3,b=2,c=1,e=c,b=8,a=5,c=c,b=6,d=8,a=8,b=5,b=8,d=6,d=a,c=7,b=d,a=8
c=4,e=c,a=5,b=a,e=3,e=9,a=0,e=8,d=1,d=a,a=5,d=8,c=c,e=e,c=0,a=d,a=e,c=0
c=5,d=c,a=d,a=5,b=9,e=c,c=6,a=4,e=5,d=5,e=3,e=c,d=1,c=d,e=4,a=e,b=7,c=1
